uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,samplingImpractical,eventID,trappingDays,fieldSampleID,samplingProtocolVersion,trapCondition,toxicodendronPossible,remarks,measuredBy,recordedBy
"67a7cad2-b02e-4327-b73b-2b921b873e5a","BART_041.basePlot.ltr","D01","BART","BART_041","BART_041_578","2018-10-22","2018-11-06",,"LTR.2018.BART.08",15,"NEON.LTR.BART041578.20181106","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"ef351cf1-cee4-493f-96eb-3a13151e828a","BART_041.basePlot.ltr","D01","BART","BART_041","BART_041_292","2018-10-22","2018-11-06",,"LTR.2018.BART.08",15,"NEON.LTR.BART041292.20181106","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"8a90b90c-fcf6-41db-bd9c-4df5939c4ae5","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_453","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART033453.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"6bf23c70-ba71-480a-a9aa-5f2ccaa44b31","BART_051.basePlot.ltr","D01","BART","BART_051","BART_051_574","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART051574.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"d1a6167e-657d-42f5-9f3b-bf2770d3ac1c","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_855","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART034855.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"f480d1a2-77e7-4db7-9c9d-6760bbff6ec7","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_409","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART073409.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"31596931-26fa-4771-a605-214283a6cc4c","BART_039.basePlot.ltr","D01","BART","BART_039","BART_039_587","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART039587.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"da29577e-4e77-4a45-ba71-5b2d9b24f07b","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_084","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART034084.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"26f8433d-f790-488f-b77d-1370e0e08fba","BART_039.basePlot.ltr","D01","BART","BART_039","BART_039_930","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART039930.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
"f35abb33-fb1e-4a1b-9374-adbbd79c7429","BART_033.basePlot.ltr","D01","BART","BART_033","BART_033_923","2018-10-22","2018-11-07",,"LTR.2018.BART.08",16,"NEON.LTR.BART033923.20181107","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"llukas@battelleecology.org","htisell@battelleecology.org"
