uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,samplingImpractical,eventID,trappingDays,fieldSampleID,samplingProtocolVersion,trapCondition,toxicodendronPossible,remarks,measuredBy,recordedBy
"eed76439-ac06-4e19-b683-4cba51fb666e","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_382","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART071382.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,"Finer mesh under normal mesh","chines@field-ops.org","jbreault@field-ops.org"
"7a52d497-022e-4f8f-a5ac-ad869e3072a0","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_409","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART073409.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"chines@field-ops.org","jbreault@field-ops.org"
"73c42a08-e1e3-4820-8712-258a16c61104","BART_073.basePlot.ltr","D01","BART","BART_073","BART_073_539","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART073539.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"chines@field-ops.org","jbreault@field-ops.org"
"f150d349-8d72-444f-b0d4-54a45876c23d","BART_032.basePlot.ltr","D01","BART","BART_032","BART_032_662","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,,"NEON.DOC.001710vE","TT - Litter not collected - trap tilted",,"Trap repositioned- litter not collected","chines@field-ops.org","jbreault@field-ops.org"
"420dcecd-d777-4480-973e-1a50b7422847","BART_039.basePlot.ltr","D01","BART","BART_039","BART_039_587","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,,"NEON.DOC.001710vE","TT - Litter not collected - trap tilted",,"Trap repositioned- litter not collected","chines@field-ops.org","jbreault@field-ops.org"
"46b0313c-0a6c-4cae-9868-952a6b2a55d5","BART_071.basePlot.ltr","D01","BART","BART_071","BART_071_952","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART071952.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"chines@field-ops.org","jbreault@field-ops.org"
"9306cd0d-5ed8-40be-aa84-533a40360a9d","BART_039.basePlot.ltr","D01","BART","BART_039","BART_039_930","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART039930.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,"Finer mesh under normal mesh","chines@field-ops.org","jbreault@field-ops.org"
"a5212d07-8ab7-4a4b-8e3d-8a82d1d18f45","BART_041.basePlot.ltr","D01","BART","BART_041","BART_041_292","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART041292.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"chines@field-ops.org","jbreault@field-ops.org"
"41ea2b57-9d8d-4305-afe4-2115a72a227f","BART_041.basePlot.ltr","D01","BART","BART_041","BART_041_578","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,,"NEON.DOC.001710vE","TT - Litter not collected - trap tilted",,"Trap repositioned- litter not collected","chines@field-ops.org","jbreault@field-ops.org"
"ca7ab17a-29cd-48f5-a5bc-00c13fa1022e","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_451","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART034451.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"chines@field-ops.org","jbreault@field-ops.org"
"1a900c99-279c-4139-93a0-2cae13e63fdd","BART_034.basePlot.ltr","D01","BART","BART_034","BART_034_531","2016-09-19","2016-10-10",,"LTR.2016.BART.05",21,"NEON.LTR.BART034531.20161010","NEON.DOC.001710vE","OK - Litter collected - Trap in good shape, no issues",,,"chines@field-ops.org","jbreault@field-ops.org"
